did,group,followers_count,total_likes,avg_jump_size,valid_post_count
did:plc:j67a24cvuk273ij5vv4xopn7,WANNABE,524,102,2.0265486725663715,113
did:plc:oy7jwhv4mph2tbt5rwkhzzol,WANNABE,524,623,15.607843137254902,51
did:plc:lcyts3g5bze365ldmczsxrxe,WANNABE,524,916,3.9779614325068873,363
did:plc:3npn6nsup5m2ihkzc34fym2q,WANNABE,524,500,4.632258064516129,155
did:plc:ruoz4vw2yvbsspjyscnbtdx3,WANNABE,524,211,2.700636942675159,157
did:plc:5v7v4a2fyokajl4embhd27po,WANNABE,524,5060,15.474719101123595,356
did:plc:htlzlsrcszs3xbyyp4xa7ww2,WANNABE,524,662,3.6871345029239766,342
did:plc:ghi33pcfijf3ugonohxlksbm,WANNABE,524,270,4.0,113
did:plc:oiqwtgqb4koxgwmhgyiuyrfi,WANNABE,524,4042,13.203753351206434,373
did:plc:ndytiam7vc2xxnmzjkronyjj,WANNABE,524,480,3.4,250
did:plc:v4p3waafvu4hbtd3wl7znxia,WANNABE,523,470,3.862944162436549,197
did:plc:c7fngtr6cpvw533opcger2jx,WANNABE,523,1171,3.0890625,640
did:plc:33dsk2lkgbew6jsabocp4rad,WANNABE,523,59,2.857142857142857,35
did:plc:ajpgujmk5ryimd6e27lq7iu2,WANNABE,523,1134,4.621387283236994,346
did:plc:ricx2xnxvnjfevdy4g7pa64i,WANNABE,523,4349,2.9631024096385543,2656
did:plc:qrimazeqve6icb7qusvlqbx7,WANNABE,523,1189,11.423076923076923,130
did:plc:3jgwciwhoa26saupzpsfyzv3,WANNABE,523,388,2.9296875,256
did:plc:6wbqgeqithleweasxx46fywc,WANNABE,523,752,16.083333333333332,60
did:plc:rzijbasticenc7ikzljar67i,WANNABE,523,257,2.4219409282700424,237
did:plc:luevyf5ncqm3wxvecvcytitc,WANNABE,523,146,6.090909090909091,33
did:plc:npi74rfbzjj56r6ru3e7gqqi,WANNABE,523,415,3.8983050847457625,177
did:plc:cx3w6buadyqjg2uizcjl47cq,WANNABE,523,210,2.22,200
did:plc:xu5hni6lj4snb4s4hyjwwwuo,WANNABE,523,189,3.933333333333333,75
did:plc:z4k74uxtestzltwnhtisug6b,WANNABE,523,114,3.829268292682927,41
did:plc:fo7vhe3xe4pfmznblsg5ixe3,WANNABE,523,45,1.2073578595317729,299
did:plc:62glnklj6wqls7ocq2ijom4j,WANNABE,522,517,2.735294117647059,408
did:plc:kqgwnudvh3fkzy23oaztolgo,WANNABE,522,9919,24.0893760539629,593
did:plc:5gp27pnsz5stipgu6ielimd4,WANNABE,522,1676,3.9454770755886,807
did:plc:hzqvgt47oi6af2re4e4my54r,WANNABE,522,2743,3.7375,1200
did:plc:5trd64hoyga5cemxakkxyqwq,WANNABE,522,925,29.3,40
did:plc:3byyybasy62gkbmwv64jekwq,WANNABE,522,223,1.9131832797427653,311
did:plc:mcmsjsmj6hw6dncisv6fbwmt,WANNABE,522,1919,4.093389296956978,953
did:plc:s5uros5tbvk6ubpt37icnum7,WANNABE,522,996,6.420600858369099,233
did:plc:flpsj6cwwqohemzwg7qiinkx,WANNABE,522,1498,3.4716981132075477,795
did:plc:avid6urt4zpt6noktchmuj26,WANNABE,522,176,4.649122807017544,57
did:plc:4ej6vkni7qttzass5tm5nhss,WANNABE,522,129,6.285714285714286,28
did:plc:amc2hz33xjbo3xjqhnkwjilc,WANNABE,522,109,1.822085889570552,163
did:plc:ki2jfokpuriqpbcn4afz2lii,WANNABE,522,3359,3.839484475688342,1707
did:plc:55vk4yobcp6vjthj42lslgzd,WANNABE,522,123,2.136,125
did:plc:r3gsncgrfbr6uepb4up3a73n,WANNABE,522,1349,6.350180505415162,277
did:plc:3o3na2nfwchar3jy3ag6lx5w,WANNABE,522,846,7.071428571428571,182
did:plc:eorxrpmy2vnqfkwsgbrtpcgr,WANNABE,522,1136,4.922033898305084,295
did:plc:vf7qxyyvvxe2i473rkfl6txj,WANNABE,522,468,2.9242424242424243,330
did:plc:4ripa5xponyplp57zej6hwzk,WANNABE,522,4097,3.293617021276596,2585
did:plc:w4kwwlyscxyijcivjzh6vt5i,WANNABE,522,299,4.733333333333333,90
did:plc:s7vwi7yon3nyhgf7ybuosqkn,WANNABE,521,105,1.687116564417178,326
did:plc:5ikiqoa7fsimfpp47atp4tf3,WANNABE,521,78,2.7115384615384617,52
did:plc:6wb5ftajg7fm7j3szdggdpqz,WANNABE,521,56,1.6796116504854368,103
did:plc:nxgye2kh6uux52phykh4rvgp,WANNABE,521,39,1.5571428571428572,70
did:plc:5ud7bikjbsdcikbkny6iergh,WANNABE,521,404,3.967391304347826,184
did:plc:tlwpwp2zmlrh235lktia2ckr,WANNABE,521,290,3.280821917808219,146
did:plc:fr2dpuhe5j6nudfpl54gt3ii,WANNABE,521,158,3.661538461538461,65
did:plc:puwn2ynv7oduru43guaf3uoc,WANNABE,521,144,11.933333333333334,15
did:plc:y7kzytfudwxzyoirjk3p7m4f,WANNABE,521,620,2.629237288135593,472
did:plc:7awqmapfk3uzf4stfu644yx2,WANNABE,521,287,2.5251141552511416,219
did:plc:5kmmrjeybczeg36c3iljx2dv,WANNABE,521,327,3.016759776536313,179
did:plc:x76hjpbaahnhft57vx4pwkhr,WANNABE,521,318,3.18562874251497,167
did:plc:tsgkerv4zt2l7nper6ovz7yf,WANNABE,521,5818,9.381984036488028,877
did:plc:f4wwsfkqkdqbbctaiqpo4ijc,WANNABE,521,2088,6.841121495327103,428
did:plc:xulhg4uh6km46o42iirq2yzb,WANNABE,521,21,2.2222222222222223,18
did:plc:52m73p5edfircypnv7oydcqq,WANNABE,521,25,2.555555555555556,18
did:plc:qojvbhtc36agmdmoxuxug23w,WANNABE,521,48,3.8947368421052633,19
did:plc:32sr2l23ddabx767s4fbefbb,WANNABE,521,3748,2.8302650957290134,2716
did:plc:i3ibdyovrptjova6facv5eyv,WANNABE,521,302,5.439024390243903,82
did:plc:43jwog5v44bolyotxs5q6jle,WANNABE,521,286,7.111111111111111,54
did:plc:ti2fumy2upsu3vbxriqieupk,WANNABE,521,449,3.5467980295566504,203
did:plc:gncqaxyrjk7lsx4egwc22qqn,WANNABE,520,419,4.712328767123288,146
did:plc:hlgq4gnmd3isl2njkisqr5aq,WANNABE,520,1462,2.621199671322925,1217
did:plc:cvptvoto5gae52jjqidu6kcl,WANNABE,520,77,3.696969696969697,33
did:plc:ytdy3uiqlmtjkxde5245mhrc,WANNABE,520,368,2.183720930232558,430
did:plc:uiwfdmsc6sq4y7lmozjrbcrj,WANNABE,520,181,1.9483870967741936,310
did:plc:7f2vockdljnkdm2ua7qzglgf,WANNABE,520,67,1.3863636363636365,220
did:plc:bldb6kl77j2j7lwpoy2qyxzw,WANNABE,520,225,2.8797468354430378,158
did:plc:tk477wj2xgi6ukwr7izikds7,WANNABE,520,895,2.452004860267315,823
did:plc:6h3izmv3ecac5kot644o7fut,WANNABE,520,105,6.384615384615385,26
did:plc:5v3slgpx6uy4yhtbdsjjksew,WANNABE,520,454,2.2865497076023398,513
did:plc:jszubttmt5arou3ullrau7tx,WANNABE,520,105,2.8181818181818183,66
did:plc:5zdm7byu3c3z3mhessoacntm,WANNABE,520,1216,17.266666666666666,90
did:plc:6b3nvvvr4z5662q7va7vxqf7,WANNABE,520,3083,3.733441033925687,1238
did:plc:dfal7fuzb2lmpenog26rgozx,WANNABE,520,148,3.518987341772152,79
did:plc:labqduxkeju7ar6ww5jdc5vn,WANNABE,520,686,5.891304347826087,184
did:plc:rznwnsf5q4iuq3st27jcyddp,WANNABE,520,2115,4.108265424912689,859
did:plc:zm2le5rik4v5sxxoui5hteng,WANNABE,520,2221,20.11290322580645,124
did:plc:hnq5hz6s56mld6w4szqmdxu3,WANNABE,520,852,6.470899470899471,189
did:plc:ynuhs3inxy3asmoes4miedz4,WANNABE,519,4514,6.532222222222222,900
did:plc:gxaocc6kkw4vwy7nhpm2byiu,WANNABE,519,3308,6.524158125915081,683
did:plc:rokm762qa7bqntftujoj6yez,WANNABE,519,1113,5.039274924471299,331
did:plc:b7hachu67bfbhyqvqwqhj2kh,WANNABE,519,175,2.8344827586206898,145
did:plc:yvtiyyu6eo64lkcjdbnr557x,WANNABE,519,75,1.025756600128783,3106
did:plc:73rztx4lnir7grcz2pzg5k56,WANNABE,519,1209,3.0506024096385542,830
did:plc:7wf54skzwhqm4ivcfa4ocp5o,WANNABE,519,414,2.727272727272727,286
did:plc:byrrlu47seuf4z7tvlbompkc,WANNABE,519,547,12.083333333333334,72
did:plc:qqv4ggeuxsezl2voozoyo6yy,WANNABE,519,7789,4.728227060653188,2572
did:plc:ewppyypw662cjct2c4gswq22,WANNABE,519,747,3.947882736156352,307
did:plc:mditouamrcklwq34nq3u72vl,WANNABE,519,176,2.6066666666666665,150
did:plc:nudtylvchu2v2zcka6umpghz,WANNABE,519,2074,4.5111386138613865,808
did:plc:2mwiuffwso27hrjk2foke4rw,WANNABE,519,275,3.206896551724138,145
did:plc:cqmjpjx4ko22ianxmmzimywr,WANNABE,519,246,1.359192348565356,941
did:plc:q7dlie6uwrchxaze3wmicyun,WANNABE,519,1597,3.6243718592964815,796
did:plc:4jhnw6qloldde4bnmdcuwam7,WANNABE,518,66,1.3057851239669422,242
did:plc:cn7qaudx75moaowni7szakl5,WANNABE,518,1197,2.0813880126182966,1585
did:plc:kggvypazr3kpeygeckdp5g33,WANNABE,518,865,2.7586206896551726,609
did:plc:4ku3a4hkos66246dlpxdnunk,WANNABE,518,3613,6.928571428571429,686
did:plc:ffp3co7baxpur3opon2wkahd,WANNABE,518,223,1.8904109589041096,292
did:plc:rm4zpshwkeinomd32qtyqrkt,WANNABE,518,40,2.6538461538461537,26
did:plc:jkrvwlbouukwqbttbner43uk,WANNABE,518,136,2.5098039215686274,102
did:plc:ad3lwukfk6xgl2c4pzgddipp,WANNABE,518,138,2.860215053763441,93
did:plc:wz37bdfyvorkxvqkahtjczfp,WANNABE,518,915,3.488172043010753,465
did:plc:6rr3ssunxo2slvzhrnyrkuvt,WANNABE,518,374,5.700934579439252,107
did:plc:nfzzs6scbx5dechqk6k74byw,WANNABE,518,3324,3.311688311688312,1694
did:plc:b4rsvxf23br2t45bt7zbuyu2,WANNABE,518,31,2.95,20
did:plc:qgdwnipcf4mg4u7lqud5oqlt,WANNABE,518,270,5.27536231884058,69
did:plc:io3q6wvxdokmt7j2pefm56d2,WANNABE,518,327,1.934466019417476,412
did:plc:lxzpkx57viazk3plruid7fvk,WANNABE,518,1582,3.5678670360110805,722
did:plc:g2a5a2nyrlms7q45jkk3asdh,WANNABE,518,753,3.4196185286103544,367
did:plc:jazdrhufqrjz6ktjlg65rea5,WANNABE,518,2200,6.850117096018735,427
did:plc:yylgwin4fzhzfrhkwoefx2vw,WANNABE,517,3097,6.515974440894569,626
did:plc:rvshflruwxcvwmmjuskprd4h,WANNABE,517,623,2.798245614035088,456
did:plc:hdyduqehqpbomdl5q6qxwg24,WANNABE,517,4209,3.818925831202046,1955
did:plc:tk3a7lz7kfpxy7oq62ehja4c,WANNABE,517,646,3.3284671532846715,411
did:plc:6pq4zhcq7igv6mkdrxs57yf3,WANNABE,517,30,1.7804878048780488,41
did:plc:kh2jdgfj3zkbihaxade2jsco,WANNABE,517,296,3.245398773006135,163
did:plc:avuzp5qbplh7h6jlakspxag4,WANNABE,517,1780,6.198564593301436,418
did:plc:bwsjg67kwjbpylumqcvc374l,WANNABE,517,275,5.485294117647059,68
did:plc:uah67zvf53cjldmmeg7rtzih,WANNABE,517,170,3.0185185185185186,108
did:plc:7gunsk3e4tmydonjdaensmce,WANNABE,517,59,1.608108108108108,148
did:plc:yp4plwaiongf2ecpayep6f7i,WANNABE,517,116,3.6666666666666665,60
did:plc:cltghkk23wgvk55i6l6kujz2,WANNABE,517,320,2.32280701754386,285
did:plc:6ep5dpzjvmvbffr7bemcxhr7,WANNABE,517,3355,5.909454061251664,751
did:plc:f3wmn3hlw2t6vpdx4ockbrnl,WANNABE,517,435,3.010135135135135,296
did:plc:pzcdqv7hofdeg3g4czbhdmme,WANNABE,517,226,4.018018018018018,111
did:plc:el56wfq7vj4xclgeaowmn765,WANNABE,517,422,2.805147058823529,272
did:plc:2jji4warr576uxnfu5ucnvpo,WANNABE,517,44,2.1555555555555554,45
did:plc:e6lboxvhhs3mvyaatmg2rtuj,WANNABE,517,275,5.283783783783784,74
did:plc:fuk5bdnpuz657sdtiwbftgdk,WANNABE,517,648,14.254237288135592,59
did:plc:ahlsxfm2i2unqejiltftzh6p,WANNABE,517,651,3.5028248587570623,354
did:plc:2twjm7cb6d3tgdvjcr5t6ftc,WANNABE,517,655,5.463276836158192,177
did:plc:pyzj4kpnqtmle46awzk5ruto,WANNABE,517,257,2.1727574750830563,301
did:plc:m4ll5kiiogfmjeszpejbtqvd,WANNABE,516,611,2.317909168808912,1167
did:plc:x2li7pcu5mdolqqdqer2c3ad,WANNABE,516,1174,5.4079754601227,326
did:plc:gfkjac4m42agstmmkvkyni2c,WANNABE,516,609,12.459016393442624,61
did:plc:ocetjcpx66e6fafarratoksc,WANNABE,516,128,7.9,20
did:plc:2jnkvkcsw3mgnfnoybb3b73i,WANNABE,516,5342,6.193467336683417,1194
did:plc:siuzk37ghtmjgpuyj2fuoqse,WANNABE,516,6430,9.183229813664596,966
did:plc:rbzjbiupofj2zuaqmybp4cct,WANNABE,516,195,3.8666666666666663,75
did:plc:nwjhlw66rnkvkqy3sxriht4r,WANNABE,516,2632,7.190064794816415,463
did:plc:mcayxncpa33x6kq2evpswqvl,WANNABE,516,106,4.942857142857143,35
did:plc:u42xyn4dbejqqyytbekfcxkr,WANNABE,516,136,2.23841059602649,151
did:plc:ehga6c4yzaeij5dnc2xd6td2,WANNABE,516,28,2.409090909090909,22
did:plc:ikpuxcmaoypsnpj4vfyegdiw,WANNABE,516,4618,19.027355623100306,329
did:plc:s5yyyei6ju62ldwvgos7dbiz,WANNABE,516,213,1.074222668004012,2991
did:plc:ht6zkh3cupkqh7ryhxtzi62v,WANNABE,516,5020,3.876146788990826,2180
did:plc:zlomm6qhmee4xdqi57rthm6e,WANNABE,516,126,2.3304347826086955,115
did:plc:aj5bxmc2hm5p3hpuitilu6ju,WANNABE,516,2083,3.094903339191564,1138
did:plc:7yvqujirw6m6eq3gigu2avec,WANNABE,515,289,3.164473684210526,152
did:plc:ftv4zd2y62womqosgwl6ha3j,WANNABE,515,1073,39.03225806451613,31
did:plc:uxmsdghnm64sxo4pn2eqbzg6,WANNABE,515,723,4.553097345132743,226
did:plc:5lrra7yfdwm6zee5ii6xe3br,WANNABE,515,641,2.3488,625
did:plc:6ww7idczoer3fcj3edwrnw2n,WANNABE,515,1852,2.8224889450410613,1583
did:plc:2ed22mu6h5hkbikj7tm26ato,WANNABE,515,427,3.1059322033898304,236
did:plc:rben665ntm3hb6niihjnxmir,WANNABE,515,263,2.4937759336099585,241
did:plc:cn3q367ktwotiobvmc5kr6r7,WANNABE,515,382,2.795366795366796,259
did:plc:fgtuzaulpgt4wddqfqz3dbhq,WANNABE,515,4032,3.8360450563204007,1598
did:plc:slgkutg2gdczylgkyg3yyu3g,WANNABE,515,508,5.102564102564102,156
did:plc:zqjzircdteovv4u6hz7wfwrd,WANNABE,515,436,3.0206896551724136,290
did:plc:b6fqfxhn5iigdhlpahlacdbz,WANNABE,515,398,8.612903225806452,62
did:plc:br4xbu7u6stpvcp6qgdliibe,WANNABE,514,552,8.011363636363637,88
did:plc:gqe57tzxhcx7rjhb6gu7dlbl,WANNABE,514,687,6.077419354838709,155
did:plc:yv63ccl4f5hh6iln77bbw4f5,WANNABE,514,56,2.5869565217391304,46
did:plc:bun6bmd2q66kdjyod6zydtcb,WANNABE,514,268,3.735042735042735,117
did:plc:43ap2fczeiwcmp63qgwwcbtx,WANNABE,514,152,2.802083333333333,96
did:plc:rw27evo2zknyry33ma3e7qw4,WANNABE,514,163,3.3068181818181817,88
did:plc:lm7r7g2qcsv5ixvel4u3yyah,WANNABE,514,5908,6.253968253968254,1260
did:plc:iedrphn4sh7wq34sxw3rq7xv,WANNABE,514,6248,3.3812325797460514,3229
did:plc:mtulmkeuci5zksa4sm5azfew,WANNABE,514,86,1.1116121758737316,887
did:plc:sthvnx32uop7lciiif7rn5kx,WANNABE,513,1452,13.598639455782314,147
did:plc:qzbuxsjqzfg5s5mydkdhrbzr,WANNABE,513,405,9.88,50
did:plc:bkcewfbpgdl54ihexa2i5lqr,WANNABE,513,1342,15.43,100
did:plc:gebi3usapyyw7xk66th7uouu,WANNABE,513,690,3.7345454545454544,275
did:plc:5clk7axyrendxec2xfueyvwc,WANNABE,513,5339,28.747863247863247,234
did:plc:pbqpssawxovkfi5pq3uf5ldx,WANNABE,513,2697,11.930722891566266,332
did:plc:j5dvt4idsmu6tj3w5w2vt37w,WANNABE,513,1341,3.1496598639455784,735
did:plc:brwmc5hxb4wekpc5cste4ca6,WANNABE,513,388,5.398148148148148,108
did:plc:q3qvby3abcdce4jh2r6vaiaj,WANNABE,513,132,2.858974358974359,78
did:plc:ppbixy2jbc3bxwbaukpd4fzj,WANNABE,513,5139,4.209677419354839,2046
did:plc:beuulns4i6nbxn4ifmgzie2z,WANNABE,513,2579,3.553809897879026,1273
did:plc:oppurd3bwr7lallbekeigqu5,WANNABE,513,124,3.072463768115942,69
did:plc:2xqec4mkyggk7llqzqojfoey,WANNABE,512,66,2.363636363636364,66
did:plc:euekzbqrkdug6pov3dp5lrj5,WANNABE,512,987,8.181208053691275,149
did:plc:y2hca43hoklvlp6pvai3durt,WANNABE,512,70,2.28,75
did:plc:ihpi2ov4yclhs7ufntfxcyhp,WANNABE,512,486,3.091254752851711,263
did:plc:mzv66ryowdiwooi5brom7xpu,WANNABE,512,727,4.602739726027397,219
did:plc:nutkltpdtbul4yl3itkf7ynq,WANNABE,512,2659,4.186164801627671,983
did:plc:hcyj2tjijqsmxtkzw2ypgafq,WANNABE,512,508,1.5982490272373542,1028
did:plc:trdbrk6jxmadgas5ybcoenmb,WANNABE,512,18,3.571428571428572,7
did:plc:crxxmt7deaszxwaoo3m3eouw,WANNABE,512,530,4.77639751552795,161
did:plc:b2aqcln56qbl4fc2qut6h2gm,WANNABE,512,239,3.1686746987951806,166
did:plc:kinhvhiccunz5elkhpjs6s6w,WANNABE,512,817,30.0,31
did:plc:hfzs5vwrrays6kl32d3lg45c,WANNABE,512,61,3.0,43
did:plc:i2dymjm2e7byuq3sinienbwi,WANNABE,512,780,2.8707865168539324,534
did:plc:arw2hfwg56p3zlsu5ql2rfjm,WANNABE,512,395,4.619047619047619,126
did:plc:6zgsdi2prlxime5wdcf4iwgk,WANNABE,511,11492,20.15953947368421,608
did:plc:kwedpn4fdui6w6mkw6fwnwgg,WANNABE,511,1012,3.066666666666667,630
did:plc:h6dzu3iquzmvoyrt3nc4aohd,WANNABE,511,327,2.5565217391304347,230
did:plc:r3sijwxms6qe6zowrepmzuix,WANNABE,511,883,3.184049079754601,489
did:plc:c5yqqumqgzmmfsbipfoagofb,WANNABE,511,105,5.714285714285714,28
did:plc:fcewtyqycu5qlt26tnbnan6h,WANNABE,511,153,2.9894736842105263,95
did:plc:gjjllbckdqpg7e4oczns7cgf,WANNABE,511,327,2.3311475409836064,305
did:plc:of6ux6igdezs42lxdw7bekys,WANNABE,511,107,1.398876404494382,356
did:plc:mj7wwlsmbbq5npae7xchld6f,WANNABE,511,3152,4.5900735294117645,1088
did:plc:a4thsyv43psrejzyy6axrzzp,WANNABE,511,150,3.4375,80
did:plc:mgyhdxezbxa6r4grdzwi7uet,WANNABE,511,182,1.9951456310679607,206
did:plc:wevrcvdiwsnhlo4qlulcxk5j,WANNABE,511,2576,44.56,75
did:plc:gjf5vmpw346gjfep2exdpbeh,WANNABE,511,1021,7.233695652173913,184
did:plc:recnwc6jlptdnolozugtewv4,WANNABE,511,509,3.2482758620689656,290
did:plc:jauo43rd3l5tizq5eeltiv2g,WANNABE,510,4776,8.289267015706807,764
did:plc:agpjwsvl3euq73akqgzydp6i,WANNABE,510,832,31.0,37
did:plc:2o5cyviy4kkvhewyqxtzk3or,WANNABE,510,758,6.265193370165746,181
did:plc:ckqjdgqa2ndn4s7aczfqirl5,WANNABE,510,1199,2.44455252918288,1028
did:plc:fnafvuajlz5cmiytjfpyxq2w,WANNABE,510,115,1.818181818181818,220
did:plc:dxvwcean4mbxuy5xo73jvbhg,WANNABE,510,1140,4.164271047227926,487
did:plc:pcueadt4i6jtchmy3ep24c6l,WANNABE,510,1499,3.71875,672
did:plc:pgr6incmtfl4g3h4y3ktj7xd,WANNABE,510,82,1.284375,320
did:plc:e3dfg3jcwfgsjecon6xslb72,WANNABE,510,136,6.444444444444445,27
did:plc:sidjnar55jzedrvyfl526udr,WANNABE,510,6,1.7777777777777777,9
did:plc:ithpqttuz3jiyzgxdlpzo3qr,WANNABE,510,2332,13.603092783505154,194
did:plc:v4tj43mlfoxpynu65oxkyh5m,WANNABE,510,558,3.52901023890785,293
did:plc:aqaomt76o364rxit7dz7dme6,WANNABE,510,623,1.2724252491694352,2709
did:plc:euhyg5i3mdx4l5o4jk3wiwzj,WANNABE,510,45,3.2222222222222223,27
did:plc:fyydzthky224mqhuhakvrbll,WANNABE,510,1512,2.370694368507381,1829
did:plc:cqg7ku4hrptarkau2iajzxtd,WANNABE,510,111,4.096153846153846,52
did:plc:jb22kmb6wacctdjwzucbvtw7,WANNABE,510,2069,8.948630136986301,292
did:plc:oh6eyayxsxlnmzm3jrufcqp5,WANNABE,510,1002,4.215686274509804,357
did:plc:52xupqc7stoljszk7d36iqcm,WANNABE,510,281,1.932960893854749,358
did:plc:xnntr5chsjuxffhjazypzhsf,WANNABE,510,1737,6.611528822055138,399
did:plc:d525ea3i2jbknczkzzu2vzrg,WANNABE,510,2115,7.179611650485437,412
did:plc:evekzgavds4midnx3ojbsuzd,WANNABE,510,1404,9.523316062176166,193
did:plc:ok4b4o6xapszrhs5acm6hgms,WANNABE,510,191,3.3402061855670104,97
did:plc:hmcwbtvh3vo34daff6g42qz3,WANNABE,509,108,4.068181818181818,44
did:plc:7eftrkym2zpyarepoa3qowzo,WANNABE,509,6668,4.550662878787879,2112
did:plc:pzqy23zonputcn72lqswq3bp,WANNABE,509,82,1.9387755102040816,98
did:plc:quuwhzysuyzeb35usrvbkwbc,WANNABE,509,1010,8.164473684210526,152
did:plc:ynq7heni7o4figgkgmw2mysi,WANNABE,509,407,13.785714285714286,42
did:plc:4jlpovlm3kztfdkac5j7hz4n,WANNABE,509,96,3.6538461538461537,52
did:plc:ppy4zknvvwxiz6egftjyqge5,WANNABE,509,175,3.215909090909091,88
did:plc:xgcawppninyytpoi4sn6rtfx,WANNABE,509,2524,9.75,320
did:plc:zcqt2mfl6elquzdsjjevtomo,WANNABE,509,3652,6.09480122324159,981
did:plc:pj2u3voynkpdvjvztnwci4ov,WANNABE,509,220,4.116883116883117,77
did:plc:zm4t3xkr7uohluyu3lwu3ozm,WANNABE,509,48,2.306122448979592,49
did:plc:lxkocypijc7gp7fzdwkudvvt,WANNABE,509,1125,2.168819982773471,1161
did:plc:5y5bub76vdd5ij7x5yov7fx3,WANNABE,509,21,2.75,12
did:plc:tmectnlgyo2aqulsgnedayyl,WANNABE,508,639,3.52258064516129,310
did:plc:h4riximeqfzjbmbamlv4rdpv,WANNABE,508,576,3.151898734177215,316
did:plc:4vjimtbglm36ceur6i3rpdsq,WANNABE,508,655,3.485049833887043,301
did:plc:cfjy7eyybznx6xqnrpd5royr,WANNABE,508,97,3.520833333333333,48
did:plc:2fbl6f2vqqmggphluulndnsd,WANNABE,508,1675,53.64705882352941,34
did:plc:jshlg3htn3orpavdl4hi2af4,WANNABE,508,54,1.0822454308093994,766
did:plc:7gv7nmx4mazqvxn4jmi5fihv,WANNABE,508,54,2.183673469387755,49
did:plc:tlt3lkgbn6ecowwagd7sns5v,WANNABE,508,919,5.362139917695473,243
did:plc:dkjpvhwvf3tjjgmiwjkhljp6,WANNABE,508,790,9.676190476190476,105
did:plc:ol3co42x3n3hh5kgc7xsasmj,WANNABE,508,23,2.5,18
did:plc:edtrsyne45vurhp3p4plfcbq,WANNABE,508,187,2.3797468354430378,158
did:plc:pssbzpwr6zkazifvfskx5t5s,WANNABE,508,273,4.6117647058823525,85
did:plc:j2v4fuszmuc2nob4aqsidjtf,WANNABE,507,173,5.311111111111111,45
did:plc:jrcxofbfsty3n5o3sykujhfs,WANNABE,507,728,4.564315352697095,241
did:plc:giokem3bg2hofpoq3ghp2jk3,WANNABE,507,672,5.361581920903955,177
did:plc:joyzl33jlstod4qz4aagcca7,WANNABE,507,50,2.1320754716981134,53
did:plc:74g5iitzlgavtr3njt3zyqft,WANNABE,507,2447,11.93189964157706,279
did:plc:5djazg5mgmzor47uhlnzqv3k,WANNABE,507,244,5.5064935064935066,77
did:plc:wkafiucrzyherj4zuf3ptnmm,WANNABE,507,107,3.0535714285714284,56
did:plc:6ugq5c7r3cdxkwy3rbr2gxzb,WANNABE,507,70,2.9272727272727272,55
did:plc:jxgjgupgcvyudlanb7w3dems,WANNABE,507,3394,48.72222222222222,90
did:plc:npanf6lko4x6qa4jdium7i5u,WANNABE,507,458,5.831932773109243,119
did:plc:3pdmfo6gir4kp7o4wetnq5my,WANNABE,507,6991,5.363680861478218,2043
did:plc:islhz3jtlduqi7dfhgjgfnze,WANNABE,507,303,1.7132486388384756,551
did:plc:d4kq55tf4wanjfls6qufwf77,WANNABE,507,565,2.469945355191257,732
did:plc:raa4kt2o64ehxnox4iwepi35,WANNABE,507,1940,3.1115618661257605,1479
did:plc:zbouhkt7u4ejdln7ejwrjg37,WANNABE,507,637,2.858910891089109,404
did:plc:wh3jfq7okccakousv2mxwkn7,WANNABE,507,933,2.242456896551724,928
did:plc:k5bbv62uzqd2uxrv3mivr5bo,WANNABE,507,855,5.654377880184332,217
did:plc:wc4bskzvwb6yxp3yccihqcw7,WANNABE,507,141,2.005494505494505,182
did:plc:v34b63ghza4yyux3322gls76,WANNABE,507,40,2.191489361702128,47
did:plc:3narwcwjqwpqi24ggj5rmrqk,WANNABE,506,38,3.555555555555556,18
did:plc:pxog5avjmfgy2b4jy7iir4xv,WANNABE,506,121,3.549019607843137,51
did:plc:6aqpawx7s7npelfruizmyi2q,WANNABE,506,173,1.2928395061728395,2025
did:plc:o7inlk4y3ognjvqo6z7sc2e5,WANNABE,506,1833,3.579075425790754,822
did:plc:enang4543wyareqdeyv2tmi3,WANNABE,506,9488,6.215973534971645,2116
did:plc:xeidsrojbexvnngqeopnbstc,WANNABE,506,121,3.203125,64
did:plc:crszjde6hdey32gjbv3v7e6u,WANNABE,506,3559,4.818346957311535,1101
did:plc:yumzt7wga5ha4nzzignxh6fl,WANNABE,506,1751,3.686516853932584,890
did:plc:rqedpgdx3o4gultwkj2vwdyp,WANNABE,506,3377,9.035714285714286,476
did:plc:stt6b2p3j3h6anetnayssdd5,WANNABE,506,753,3.747603833865815,313
did:plc:2iy6xysima6ywadznnnqdhuc,WANNABE,506,241,3.265432098765432,162
did:plc:mx5ffvfaq6kvxhw3cbhdxy4x,WANNABE,506,55,2.0307692307692307,65
did:plc:ddygveb6njlwzm76rwz6o2jx,WANNABE,506,38,1.194267515923567,314
did:plc:n6fyd7lr4e6smanjjsvjirqd,WANNABE,506,20,2.473684210526316,19
did:plc:xagjkqinuz2sy2rlbpi5lxr2,WANNABE,506,672,3.2430379746835443,395
did:plc:l5yhwcjv52unfdcjelomkphq,WANNABE,506,243,2.654639175257732,194
did:plc:s62hh56ijohruoya6fkpmhir,WANNABE,506,165,2.3986928104575163,153
did:plc:gsmhg6domzvml6j2zvfulgvn,WANNABE,506,1564,8.34322033898305,236
did:plc:amas6n2rvgxxcayebgz3i3ry,WANNABE,506,1047,3.619047619047619,420
